_order	tweet_id	tweet_text	class_label
547	1168276904958398464	#HurricaneDorian #PalmBeachCounty orders partial #evacuation as #Hurricane #Dorian produces 200 mph gusts over #Bahamas ordered the #evacuation of #barrierislands &amp;other vulnerable areas Sunday,as #Hurricane #Dorian produced wind speeds of 175 miles per hour #gusts to 200 mph.	displaced_people_and_evacuations
548	1167616242523529216	Get ready for a round of thoughts and prayers” tweets. They usually work in times like these.	sympathy_and_support
549	1167533862659997703	@NPR I’m surprised since Dorian is headed towards Mar-a-Lago. Guess no relief needed for him?	not_humanitarian
558	1168191285426941952	#HurricaneDorian #earthquake #tsunami (Evacuations): After #Hurricane Katrina, many thousands of people had to be evacuated from Louisiana to different states. Although a very difficult process, each state assessed	displaced_people_and_evacuations
629	1167580068954005504	As soon as a tropical storm develops, no matter how far away it is, I start buying bottled water and canned food right away if youre wondering what kind of Floridian I am. #Dorian	not_humanitarian
630	1168158970370035712	Being out of the cone DOES NOT mean you are away from the effects of #Dorian - The NHC has issued a TS Watch from Golden Bch to Deerfield Bch which is completely outside the cone. TS Warning area starts at Deerfield Bch outside the cone. Runs to Sebastian Inlet. #DorianFlorida	caution_and_advice
645	1167848273631174656	Due to the change in projected path of Hurricane #Dorian, Gov. Henry McMaster has issued an executive order declaring a state of emergency in South Carolina. Berkeley, Charleston, Dorchester counties now operating at OPCON 2	caution_and_advice
668	1168262281202790400	If this is going to happen all the time, no insurance model can protect us from the utter property damage #Dorian	infrastructure_and_utility_damage
728	1168230908132057088	Update: #Dorian makes landfall in Abacos and continues to strengthen, somehow. Combination of winds and storm surge likely means catastrophic damage.	caution_and_advice
742	1168310987998420992	@realDonaldTrump Are you a tad nervous about taking FEMA $ for your wall? I’m sure you planned ignore this if Dorian hit PR, but coming up short for aid to Florida will bewell..bad.	other_relevant_information
903	1167585924198199296	Wow ὢE!!  need some help clearing my list to give my students the best learning experience possible! 19 5th Graders eager to learn!	requests_or_urgent_needs
1019	1167536245464956928	Hurricane Dorian is a category 3, and is expected to reach 4, before it slams into Florida Mon., forecasts showed on Friday. Tropical storm winds could be felt in Florida as soon as Saturday evening. This rainfall may cause life-threatening flash floods, NHC forecasters said.	caution_and_advice
1028	1168340685545562112	#Dorian #Florida #hamradio This feed seems to have good copy on SARNET (statewide emergency repeater network). They appears to be planning to formally activate a net at noon ET	caution_and_advice
1099	1167784602204852225	Mandatory evacuation ordered for parts of Florida ahead of Hurricane Dorian. #Dorian2019	displaced_people_and_evacuations
1204	1168266391583121414	DeSantis implores coastal residents to heed evacuation orders when given. One of the strongest storms thats ever threatened Florida.	displaced_people_and_evacuations
1230	1167493312867184641	Important to remember the Bahamas with #Dorian. In 2016, Hurricane Matthew made landfall in far western Grand Bahama island as a category 4 hurricane. 95 percent of buildings in the area suffered significant damage @Tribune242 reported. Same areas now in the path of another.	infrastructure_and_utility_damage
1248	1168364430368923648	Tracking Dorian: Some Florida residents choosing not to evacuate	displaced_people_and_evacuations
1352	1168217954212696064	RT @TTWeatherCenter: Widespread flooding associated with heavy rainfall and storm surge is ongoing across Abacos due to #Dorian	other_relevant_information
1354	1168230822115270661	Thoughts and prayers for our neighbors in the Bahamas getting hit by Dorian! ὤFὤFὤF	sympathy_and_support
1382	1168341905064833024	I really want to do relief work in the Caribbean after Dorian. Ὁ4	rescue_volunteering_or_donation_effort
1389	1168165188278861825	#Dorian doesnt need to hit Florida. The sideswipe alone is enough to do damage. Nobody escapes from 175MPH winds in a nearly stationary hurricane.	infrastructure_and_utility_damage
1432	1167952719933370369	@BillGates Donate to victims of Dorian hurricane. 10 dollar donations will give you a VIP access card to bring to the gates of heaven  dont be a piece of sh@* in hello..	rescue_volunteering_or_donation_effort
1441	1167508756676169729	This is a diplomatic catastrophe of the first order. Imagine if an adviser to the Canadian Prime Minister had wished Barack Obama’s new $15 million seaside mansion was destroyed by a hurricane - with people in it - to teach Obama a lesson about global warming. Psychotic.	other_relevant_information
1479	1168251119237124096	What seems staggering” is becoming more common because of #ClimateChange . Responding to the immediate damage is critical. But at what point does the national debate acknowledge the importance of combating the changes in climate that make these monster storms more likely?	infrastructure_and_utility_damage
1486	1167775531032408071	Hurricane Dorian caused 500 billion in damage vote for Biden. ἟A἟8	not_humanitarian
1500	1167861068762189824	Ugh this could become an issue. Flooding is common in va. Anytime a major storm hits power grids go out, side roads become impassable. Looks like I have to go get extra groceries &amp; prepare just in case.ᾑ4ὤ4	other_relevant_information
1518	1167592775698673664	Thank you @HPE_LivingProg for your support of #redcross disaster relief efforts #dorian	sympathy_and_support
1548	1167533165549895680	Hillsborough, Pasco and Pinellas schools will be closed Tuesday due to Dorian’s unpredictable path. Stay safe.	other_relevant_information
1557	1167724589956456448	First evacuation order for #Florida #Dorian	displaced_people_and_evacuations
1564	1168265302771142664	This lady and 25 others are stuck ! The last house that is left is starting to cave in ! The address is Don Mackey Blvd behind home fabrics abaco ! PLEASE SEND SOME HELP !	other_relevant_information
1594	1167778611027480579	@RAWshadTX It was chaotic yesterday! My neighbors were putting up shutters. We were gonna get started on that today. Dorian obviously wants to stay on warm water so i wnt assume we are in the clear.	other_relevant_information
1616	1168386467510521856	Hurricane Dorian made landfall in northwest Bahamas as a massive Category 5 storm, calling the situation pure hell,” adding, this will no doubt be a deadly event.” #hurricane #dorian #hurricanedorian #bahamas #abacos #damage #flooding #eye #storm #surge #weather	caution_and_advice
1638	1168256207259389952	RT @pbpost: Hurricane Dorian: Palm Beach County residents scramble to prepare for powerful storm — or evacuate	displaced_people_and_evacuations
1660	1167543852179296257	RT @JoeMurgo: Newest advisory is out for #Dorian. Gusts a little higher as the storm remains over open water.	other_relevant_information
1670	1167964904755621888	Due to the potential effects of Hurricane Dorian, all FAU campuses, including A.D. Henderson University School &amp; FAU High School, are closed and classes are canceled through Tuesday, September 3rd.	other_relevant_information
1674	1168348111581806594	Hurricane Dorian just destroyed the Bahamas-I’m actually really concerned for my sister, grandparents, aunts, uncles and cousins that live in Florida ὡ3	other_relevant_information
1767	1168279437563109382	4,400 soldiers and airmen activated for relief ahead of Hurricane Dorian	rescue_volunteering_or_donation_effort
1792	1167699064814592001	Hurricane Dorian: FEMA and Additional Storm-Related Resources: Introduction This Insight provides a brief overview of emergency and major declarations and federal assistance programs potentially available to those affected by  thx @EveryCRSReport	requests_or_urgent_needs
1810	1167698284921729025	@peikko763 If Dorian hits Florida there will roofs flying off buildings.. and a lot of them. Hope our friends will be safe.	sympathy_and_support
1811	1167501747255959558	The most costly hurricanes in the US. Staggering losses for real estate investors and landlords. #housing #HurricaneDorian #hurricanecost #propertymanagement #damage #2019	infrastructure_and_utility_damage
1843	1167911386782941184	Hurricane #Dorian is still very dangerous - but shifting path has people living on Florida’s west coast breathing a sigh of relief.	other_relevant_information
1983	1168241918792339456	Praying for the Bahamas ὤFἿB	sympathy_and_support
1990	1168134811430637568	The latest official NHC forecast has the center passing just 40 miles east of FL which has resulted in tropical storm warnings being issued. A tropical storm warning is in effect North of Deerfield Beach, FL to Sebastian Inlet, FL. #Dorian	caution_and_advice
2050	1167820309501763589	11am #HurricaneDorian Advisory: Track continues to shift east but #Florida, #Georgia and the #Carolinas are still well within the forecast cone. Dangerous storm surge, coastal flooding, high winds and heavy rain threaten the entire southeast coastline into next week.	caution_and_advice
2095	1168209543379267584	Hurricane dorian is hitting where i live right now and its honestly terrifying. The island I live on isnt being affected that much but they just lost connection with an island that is being majorly affected and pictures Ive seen are not good theyre saying this is the worst	other_relevant_information
2120	1168318864263917568	Martinique and Guadeloupe are one of the most wealthy islands in the Caribbean but we will not be able to offer any help to the Bahamas after Dorian. White people decided were European and not Caribbean. Fuck @Elysee, @AssembleeNat and @Senat. Reparations are due.	not_humanitarian
2139	1168145432159150080	Tropical Storm Warning issued for Deerfield Beach to Sebastian. Hurricane Dorian is a Category 5 major hurricane with 160 mph winds. Stay prepared! #DFBStaySafe #DFBPrepares	caution_and_advice
2164	1167646020953661440	Verizon response: unlimited call, text, and data for customers in Dorian’s Path #CajunNavy #CrowdRelief #Support #Volunteer #Storm #Weather #Disaster #Prepare #Tornado #Hurricane #Flooding #Lightning #Fire #Supply #HurricaneDorian  via @verizon	rescue_volunteering_or_donation_effort
2169	1168292462860918786	Important: Due to Hurricane Dorian, several DEO offices will be closed Tuesday, September 3, 2018. You may experience higher than average wait times when contacting the Reemployment Assistance Program. Thank you for your patience during this time.	other_relevant_information
2186	1168135597296410626	Prepare for flooding as a Tropical Storm Warning has been issued for areas including West Palm Beach #HurricaneDorian	caution_and_advice
2203	1167517774954082306	@TheChocoHunk We can honestly say no one here has been to Popeyes, at all. Please donate the $20 to hurricane Dorian relief.	rescue_volunteering_or_donation_effort
2224	1167520948418994178	Meteorologists arent sure on where Hurricane Dorian would make landfall, but North Carolina agencies, aid groups, and utility companies say theyre putting resources on alert.	other_relevant_information
2228	1167955730474790912	Red Cross volunteers from Indiana are deploying to multiple states ahead of Hurricane Dorian.	rescue_volunteering_or_donation_effort
2266	1168290626808401921	most of great abaco is back in the eyewall now. can only imagine the total damage once dorian itself finally passes.	infrastructure_and_utility_damage
2272	1168140111676153857	Sending my thoughts and prayers to y’all in the Bahamas Stay safe ὣ0	sympathy_and_support
2291	1167838430950240261	Pets are family and youd never leave a family member behind. If youre in an evacuation zone, nows the time to find pet-friendly shelters that can accommodate you. If you need help/info, just ask and well be on it. #TakeYourPets #HurricaneDorian #BeSafe!	displaced_people_and_evacuations
2292	1168136981181796352	Keep the Bahamas in your thoughts and prayers” as Hurricane Dorian prepares to strike as a Category 5.	sympathy_and_support
2295	1167663613299101698	Praying for my Patna nem	sympathy_and_support
2392	1168259255327174662	More footage from Abaco in the eye of Dorian. I just cant believe theres a newborn in this damaged structure now. Praying for this family.	infrastructure_and_utility_damage
2470	1168307873828560896	RT @iamDanieRenee: When will bajans learn to be more appreciative and thankful to the father God ?? Dorian doin damage ὡ3 keep these ppl in	not_humanitarian
2481	1167955102730215424	Join me in agreement as we speak to this storm. We come against this storm named Dorian and any tornado, torrential rains, or floods that would try to develop and come near our shores, in the mighty Name of	caution_and_advice
2503	1168382034135408641	BLOOD DONATIONS NEEDED | Lifesouth Blood Centers are open and asking for donations to fill their stock rooms before Hurricane Dorian possibly hits Florida.	rescue_volunteering_or_donation_effort
2510	1168263507927797761	Please pray for the people in the Bahamas and for all the people who are being affected by the #HurricaneDorian ὤFὡF #Bahamas #PrayForTheBahamas #Help	sympathy_and_support
2590	1168157767179350027	Honestly if the Bahamas takes a direct hit from #Dorian, especially now with max sustained winds of 175 (!!) mph, they will more than likely be completely destroyed.	caution_and_advice
2632	1167589663718031360	@MrBlifil @NouveauBougee @jeffmason1 Theres no one to stop him. And he doesnt care about anything but taking in more $$$. If he gets it from RU, from insurance claims for Dorian damage, from taxpayers for his golf, he doesnt give a rats ass. There is NO ONE to hold him accountable. No one.	infrastructure_and_utility_damage
2634	1167707258798694401	#MDFR #FLTF1 arrived back from Puerto Rico last night. Now back home, our team is getting ready to provide any disaster assistance as a result of Hurricane #Dorian.	rescue_volunteering_or_donation_effort
2682	1168244318727036928	Catastrophic damage across Abacos Islands as #Dorian unleashed winds of 285 KM/H and gusts to 350 KM/H Remember, stay indoors during the calm of the eye, another onslaught of hurricane force winds is approaching!	caution_and_advice
2699	1167761464532316165	Bishop Carter encourages offering to UMCOR Bishop Carter encourages reception of an offering for the United Methodist Committee on Relief in the midst and aftermath of Hurricane Dorian.	rescue_volunteering_or_donation_effort
2718	1167867533124198402	Monitoring #Dorian2019 @DR_SBTC as we stand ready to assist.	rescue_volunteering_or_donation_effort
2732	1168238065342660608	Hopefully everyone is safe there. Unbelievable footage and damage. Crazy	infrastructure_and_utility_damage
2744	1167502462326136834	Residents should have 7 days of supplies in preparation of hurricane #Dorian. A stocked supply kit has water, nonperishable food, prescription medications, flashlights and extra batteries. #FLPrepares	caution_and_advice
2782	1167737028634697729	From a tiny, unsure #storm, to this giant! #Dorian #flwx	not_humanitarian
2794	1167837400560799745	Let’s Pray For Florida Hurricane Dorian Hitting Florida Soon. Prayers sent for safety. @twizmwhytepiece @b_and_s_designs @bionicanadian @ChristiWalling @RoverDov123 @laliaristo @wiergeezy @honeycakebooks @SJTurner_Author @NexWebSites @Backpackjohn1 @Tinkerb80096912 @Wrix2	sympathy_and_support
2806	1167511829272133632	#hurricanedorian is on our mind!! #hurricanepreparedness #stillness in the midst of onrushing uncertainty n destruction. #lifeishard but we breathe to stay centered #inTheI (the story of my book, too, with same	sympathy_and_support
2821	1168266500802674688	I feel sad for those in the Bahamas that are affected and their homes destroyed by the Hurricane ὢD I was there in the Bahamas for a cruise in late November and it’s a beautiful place and wonderful people ἞7἟8 ❤️ #PrayForTheBahamas ὤFἿB #HurricaneDorian	sympathy_and_support
2845	1167527434360672256	Who cares about the innocent people killed by Dorian as long as she gets to see Mar-a-lago get hit? The people we are fighting are pure evil. never forget that.	not_humanitarian
2920	1168171217435672576	Pray for people living in the Bahamas and along the US southeast coast as they wait for the arrival of Hurricane #Dorian, which continues to move slowly through the Atlantic toward land. Pray for the districts and churches preparing to offer aid once the storm passes. Photo: NOAA	sympathy_and_support
2998	1167841620814913536	These 6 MNPD members are leaving now for Tallahassee, FL to be in place to help Floridians after Hurricane Dorian passes. They are part of Tennessees Urban Search &amp; Rescue Task Force 2 and specialize in swift/high water rescues.	rescue_volunteering_or_donation_effort
3002	1168383519183298560	@KathyDutton16 @BriteEyes8 @DKNE4Sure @McginnKeven @BlueIrishAngel @Ginger4EverMe @HonoredValor @GatorGirl675122 @Navy_Lady_45 @MiAbeck13 @Lynette84649831 @Karrasamelia5 @flowerchild2017 @MonnaD5 @bellaluz88 @56ma74tante Sending Coundinued my PrayersὖFὤF἟A἟8 ,, Pray that it limits itself to property damage.ὤFὖF Hurricane DORIAN turns and passes Florida. Special thanks to First Responders, NATIONAL GUARD ἟A἟8Special thanks for what you always do, MY RESPECT ,, MY HONOR &amp; GRATITUDE FOR ALL YOU DOING	sympathy_and_support
3006	1168091778353979392	tired of watching #HurricaneDorian memes. lives will be lost and damage will take place but everyone wants to joke about something. ᾒ6ἿD‍♂️	not_humanitarian
3007	1167828958588616704	We want to let you know that Fiorella Insurance is standing by you and our community. We are all anxiously awaiting Hurricane Dorian and hope for minimal damage to homes, businesses and county infrastructure. #Dorian	sympathy_and_support
3064	1168127386002624514	RT @TouringPlans: Great news for those traveling in/out of the Orlando area!	not_humanitarian
3085	1167789335569162240	Our #ready to respond Disaster Staffing Toolkit helps you prepare a comprehensive plan to protect residents, buildings and business operations.  #HurricaneDorian #dorianhurricane	other_relevant_information
3096	1167584955070738432	Reduce that shit hole to rubble Dorian	other_relevant_information
3106	1167563715291557889	Prime Minister of the #Bahamas urges emergency evacuation on two islands as #Hurricane #Dorian nears.	displaced_people_and_evacuations
3132	1168280674664689664	Some folks did not experience Hurricane Andrew. Some are to young to remember the details of Floyd. There was no electricity and some had no water for weeks. Schools were closed for 1-2 weeks. Dorian is a category 5 hurricane. There are certain things we should expect.	caution_and_advice
3219	1168194997390368776	To all those being affected by hurricane Dorian, you have my thoughts and prayers.	sympathy_and_support
3241	1168149603801272323	Has the United States begun positioning assets to assist the Bahamas? Because they’re going to need all the help they can get.	sympathy_and_support
3252	1168397303276822529	RT @Rukario71: My thoughts and prayers go out to everyone in the path of Hurricane Dorian. Please be safe.	sympathy_and_support
3259	1167872119226548235	I left Palm Beach County where there was a sense of relief — now in Cocoa Beach and the mood is different. They still have an 8am mandatory evacuation along the barrier islands tomorrow. Dorian will be too close for comfort here.	displaced_people_and_evacuations
3280	1168308560490618880	The Bahamas needed help from the US. We could’ve provided them with boats and planes to evacuate people. #Dorian has been churning for days. The cost of being poor is your life. So many wealthy people not doing enough. #Bahamas #HurricaneDorian	requests_or_urgent_needs
3281	1168248005532835840	We are constantly getting updates about #HurricaneDorian. We are prepared for worst but hoping for the best. We have taken precautions and we believe our efforts will prove to be effective. After Dorian passes I	caution_and_advice
3307	1167849551090376704	Janesville Red Cross volunteer heads south to prepare for Dorian.	rescue_volunteering_or_donation_effort
3343	1168200492297666567	Sending love and prayers to the areas affected by this horrific hurricane. Praying for safety for the people, their animals and homes♥️	sympathy_and_support
3369	1167553270111514627	5 PM: Hurricane #Dorians path is still uncertain. The storm continues to move over high temperature waters and is expected to intensify. Heavy rains, capable of life-threatening flash floods, are expected into early next week. Make sure to continue monitoring the storm.	caution_and_advice
3526	1167649547583201281	If youre in the path of #Dorian, take precautions to protect the safety of your food before losing power. Freeze refrigerated items, such as leftovers, milk and fresh meat &amp; poultry that you may not need immediately -  #FoodSafety	requests_or_urgent_needs
3654	1168148025929281537	I hope people will be ready to answer the calls of help from those affected from this storm 100% better then they did for #hurricanemichael	sympathy_and_support
3682	1167705956932866048	Florida residents face long lines and fuel shortages ahead of Dorian The uncertainty of when and where Hurricane Dorian will land, has people across Florida preparing for the worst. There are already long lines and fuel shortages in some areas. Mireya Villarreal reports.	other_relevant_information
3720	1167559932188794880	Some reading material to calm the nerves before #HurricaneDorian.	not_humanitarian
3835	1167639779393122304	ima be so mad if dorian kills me before I can see @LILUZIVERT perform	injured_or_dead_people
3839	1167576605876772866	#HurricaneDorian2019 Adding the hashtag. Please donate to help Wings of Rescue get animals out of harms way. Thanks. #TheResistance	rescue_volunteering_or_donation_effort
3891	1168279266984898560	⁦@trish_regan⁩ With peak winds of 185 mph, Hurricane Dorian”is a catastrophic storm threatens to bring hurricane force winds,coastal flooding to the east coast of FLORIDA and SOUTHEAST U.S. #TrishRegan ⁦@inquirerdotnet⁩ ⁦@ABSCBNNews⁩	other_relevant_information
3900	1168236063871131649	Devasting video taken by Jetta Clavi in the Bahamas. Many reports of boats on top of structures, trees uprooted and overall ‘catastrophic damage.’ Marsh Harbour is now in the center of the stadium effect eye of #HurricaneDorian.	infrastructure_and_utility_damage
3913	1167791908745297925	⚠️ ALERT: GasBuddy is standing by to activate our fuel availability tracker for GA and SC as #HurricaneDorian forecasts now put these areas in the forecast cone.	caution_and_advice
3927	1168371308360548352	Local volunteers prepare to head south for Hurricane Dorian relief	rescue_volunteering_or_donation_effort
3986	1167500488658628609	Our thoughts &amp; prayers go out to everyone who is in the path of #HurricaneDorian. Please let us know if there is anything we can do to help. Here are some helpful tips to ensure your community can remain in contact with your funeral home through any storm:	sympathy_and_support
4004	1168351532405968896	As Hurricane #Dorian approaches Florida, were preparing for possible widespread power outages. Our Division of Food Safety‘s Response Team and @USDA are issuing important food safety guidelines. Follow these tips to protect your food post-storm:	caution_and_advice
4023	1167927135362633728	Seven mph more an Dorian is a CAT5 catastrophic damage life threatening level hurricane as it slows, barometric pressure continues to drop in strengthening fueled warm Caribbean waters.	infrastructure_and_utility_damage
4033	1167649314887352321	The 11pm updated track for #Dorian shows a slight eastward shift. Lets hope it continues this trend. Storm surge and flooding still expected for Florida.	other_relevant_information
4120	1167642230686810113	@HouseBudgetDems @housebudgetGOP Question: If Hurricane Dorian were to slam into Trumps Mar-a-lago or other properties such as Doral Golf Club &amp; do damage, will the Taxpayers be forced to pay for the repairs? * Can we leave the Roof, covered in blue plastic for two years?	not_humanitarian
4126	1168294655252819968	Well my hometown of Beaufort, SC is now under mandatory evacuation orders for #HurricaneDorian #GodBless #besafe #BePrepared	displaced_people_and_evacuations
4128	1168279164878639104	Dorian Prompts Florida Hurricane Warning hopefully everyone is as prepared as possible! Latest update ⁦@SamusAran2020⁩ ⁦@omarmuniz9⁩ ⁦@EllaMacavoy⁩ #Dorian #HurricaneDorian2019 #Doriantrack #RedCross ἲAἲA	caution_and_advice
4135	1167815320209428481	DeSantis said even a near miss will mean flooding, dangerous storm surge and heavy winds on shore.	caution_and_advice
4209	1167503247092920320	Helping team members, customers and partners affected by Hurricane Dorian is a top priority. Service Express’ emergency response team is actively monitoring developments and is ready to act as soon as conditions allow. For questions and service call 800-940-5585. #HurricaneDorian	rescue_volunteering_or_donation_effort
4211	1168177914422210562	Just a reminder! The City offices will be closed Monday, Sept. 2, for the Labor Day holiday, as well as Tuesday, Sept. 3rd due to Hurricane Dorian. Stay safe!	caution_and_advice
4241	1167543996757004292	@ABC Thoughts and prayers that it gets leveled. Hopefully tRump will be vacationing there when Dorian hits!	not_humanitarian
4353	1167494999732346881	Red Cross deploys TN volunteers to GA, FL to prepare for Hurricane Dorian	rescue_volunteering_or_donation_effort
4456	1167746419467456512	@Sharon77541607 @mikeseidel @weatherchannel I love Cape Canaveral. Oh, they just announced on CNN that Dorian isnt going to make landfall in FL, but instead skirt the coast? Well see what happens at 11:00, something different every few hours. Were already flooding, not related to the hurricane!	infrastructure_and_utility_damage
4471	1168272106142031873	Several ATX volunteers are in Florida to help with Hurricane Dorian disaster relief. What are they doing to help? Ill tell you tonight at 10 on @KVUE.	rescue_volunteering_or_donation_effort
4493	1167779470129991680	Thanks to any of the crews that are making their way down to Florida to help @insideFPL with the #Dorian recovery efforts!	rescue_volunteering_or_donation_effort
4500	1168300111727865856	Dorian at 185 evacuations have begun Palm Harbor	displaced_people_and_evacuations
4542	1167767399661281281	This is not necessarily a reason to cheer. People in the northern Bahamas will get a direct hit. Everyone from South Florida to the Carolinas should be closely monitoring Dorian and be prepared to evacuate if necessary. Now is the time to ask your neighbors if they need help.	displaced_people_and_evacuations
4628	1168343657801535489	@wesramsey @josh_swickard @RealEdenMccoy @WilliamdeVry1 @donnellturner1 @TamaraBraun I cant wait to see you guys in 2 weeks!! For now, my family and I are living in Bluffton SC and we maybe evacuating due to Dorian. Could you all please send some prayers? Thanks a bunch!!❤ὤF	displaced_people_and_evacuations
4669	1167544172485718016	UPDATE: Hurricane warning now issued for northwestern Bahamas, and #HurricaneDorian is now 595 miles east of West Palm Beach with winds at 115 mph. Forward speed has decreased to 9 mph.	caution_and_advice
4703	1167880638801661952	To stay on top of changing weather conditions and the track of Hurricane Dorian, be sure to download our free WSOC-TV Weather app --&gt;	other_relevant_information
4727	1168334779051364352	Hurricane Dorian is currently barreling toward Florida, bringing with it torrential rains, dangerous winds, and potential flooding. SAVE has been contacted by several of our southern partners who are working	caution_and_advice
4735	1168212823480184833	#Dorian WOW 220 mph blaststhat’s equal to an EF5 tornado wind speed. We’re talking catastrophic damage on a grand scale	infrastructure_and_utility_damage
4826	1167524947176153091	*** EMERGENCY HURRICANE WATCH *** Anyone wanting to get out of Florida until Hurricane Dorian passes, please reach out and let me know what your closest airport is, and I will let you know what flights are available. #TravelJasonsway #Travel #Evacuation #HurricaneDorian2019	caution_and_advice
4841	1167539979456675842	More than half of Floridas nursing homes not prepared for Hurricane Dorian - ABC News	other_relevant_information
4851	1168249107321950208	Tune in to @weatherchannel NOW to see Savannah Mayor Eddie DeLoach discuss Hurricane Dorian preparation efforts along the coast. #gapol	caution_and_advice
4859	1167891169667215360	Heavy rains, capable of life-threatening flash floods, are expected over portions of the #Bahamas and coastal sections of the southeastern U.S. states this weekend through much of next week. Heres a look at the *potential* rainfall amounts; subject to change. #Dorian #GAwx #FLwx	other_relevant_information
4865	1168216176448671745	This is who Donald Trump is. Trump first everyone else fifth or further down. #MassShootings more dead Americans. #HurricaneDorian maybe more dead Americans or catastrophic damagebut realitytv potus being unfit as usual. This is what we elected. Not new just more dangerous.	not_humanitarian
4939	1167821097124925440	Cat 4 #HurricaneDorian - 150 mph winds. 7mph short of Cat 5. Models now showing a very similar path to Hurricane Matthew. Even with the eye offshore heavy damage, high storm surge, and massive flooding was experienced across NE #Florida. #Dorian could bring the same. #beprepared	infrastructure_and_utility_damage
5009	1168300618848657408	Dorian is taking the same path as hurricane Andrew trust me and that shit did damage	other_relevant_information
5017	1167572723792515074	Evacuations Ordered as Bahamas Brace for Hurricane Dorian | The Weather Channel #SmartNews	displaced_people_and_evacuations
5075	1168163698910715912	Wow peoole are being cheerful over potential harm &amp; damage to #MARALAGO because #Trump. Whoever cheers this on is a sick, horrible person. Others do live there too, assholes. Keep your retarded, insensitive hopes to yourself. Jackasses. #HurricaneDorian	not_humanitarian
5078	1167864497798696961	@LindseyGrahamSC  your president stripped FEMA of millions of dollars of resources, now Dorian is going to take South Carolina and cause millions of $ of damage. You are responsible. You!!!	infrastructure_and_utility_damage
5086	1168347876965134342	Did anyone else make a food run before Publix closed ?#hurricanedorian #WestPalmBeach #Florida	not_humanitarian
5095	1167695012609613825	Mandatory evacuation order issued for parts of Brevard County ahead of Hurricane Dorian  #MANDATORY #EVACUATION BREVARD COUNTY, Fla. — The first mandatory evacuations have been ordered ahead of Hurricane Dorians anticipated landfall as a Category 4	displaced_people_and_evacuations
5151	1167873509881569280	Proud to be putting on the #RedCross polo. Volunteers are working tirelessly to ensure we are prepared and safe! #Dorian	rescue_volunteering_or_donation_effort
